folioviv,foliohog,numren,id_trabajo,tipoact,numprod,codigo,cosecha,destino,cantidad,valestim
2960141611,1,01,1,4,01,140,1,1,800,3200
2960141611,1,01,1,5,03,279,0,1,70,1540
2960141611,1,01,1,5,04,294,0,2,200,200
2960141612,1,01,1,4,01,140,1,1,600,2400
2960141612,1,01,1,4,01,140,1,2,400,1240
2960141612,1,01,1,4,02,098,1,1,40,800
2960141612,1,01,1,4,02,098,1,2,10,200
2960141612,1,01,1,5,04,294,0,2,100,70
2960141612,1,01,1,4,05,002,1,2,3600,2400
2960141612,1,01,1,5,02,250,0,1,4,400
2960141612,1,01,1,5,03,279,0,1,40,1040
2960141612,1,01,1,4,04,088,1,1,50,200
2960141612,1,01,1,4,03,115,1,1,20,360
2960141613,1,02,1,4,06,039,1,6,5,60
2960141613,1,02,1,4,06,039,1,1,25,300
2960141613,1,02,1,4,05,085,1,1,100,1000
2960141613,1,02,1,4,03,098,1,6,10,190
2960141613,1,02,1,4,03,098,1,2,40,480
2960141613,1,02,1,4,03,098,1,1,50,950
2960141613,1,02,1,4,02,088,1,1,100,350
2960141613,1,02,1,4,01,140,1,6,50,175
2960141613,1,02,1,4,01,140,1,2,150,465
2960141613,1,02,1,4,01,140,1,1,800,2800
2960141614,1,01,1,5,02,279,0,1,24,600
2960141614,1,01,1,4,05,085,1,6,100,1500
2960141614,1,01,1,4,05,085,1,1,20,300
2960141614,1,01,1,4,04,098,1,1,20,460
2960141614,1,01,1,5,01,250,0,1,5,550
2960141614,1,01,1,4,03,115,1,1,50,1750
2960141614,1,01,1,4,02,088,1,1,100,600
2960141614,1,01,1,4,01,140,1,2,1000,3200
2960141614,1,01,1,4,01,140,1,1,1000,4000
2960141614,1,01,1,4,03,115,1,2,50,1000
2960141615,1,01,2,4,01,140,1,1,400,1400
2960141615,1,01,2,4,01,140,1,2,1600,4640
2960141615,1,01,2,4,02,088,1,1,20,80
2960141615,1,01,2,4,03,026,1,2,1200,7800
2960141615,1,01,2,4,04,098,1,1,25,525
2960141615,1,01,2,4,04,098,1,2,5,80
2960141615,1,01,2,4,06,085,1,1,100,1000
2960141615,1,01,2,4,06,085,1,6,400,4000
2960141615,1,01,2,4,07,194,1,2,5000,3400
2960141615,1,01,2,5,01,241,0,1,2,4200
2960141615,1,01,2,5,03,250,0,1,10,1050
2960141615,1,01,2,5,04,279,0,1,30,900
2960141615,1,01,2,5,05,294,0,2,400,372
2960141802,1,01,1,4,04,098,1,1,60,1500
2960141802,1,01,1,4,01,140,1,2,20,100
2960141802,1,01,1,4,01,140,1,1,900,4050
2960141802,1,01,1,4,04,098,1,2,10,250
2960141802,1,01,1,4,01,140,1,6,50,300
2960141802,1,01,1,4,02,088,1,1,6,150
2960141803,1,01,1,4,04,098,1,1,20,500
2960141803,1,01,1,4,01,140,1,1,400,1800
2960141803,1,01,1,4,02,088,1,1,4,60
2960141803,1,01,1,4,03,194,1,2,500,500
2960141906,1,01,1,4,02,194,1,2,6300,5229
2960141906,1,01,1,4,01,140,1,2,320,960
2960141906,1,01,1,4,01,140,1,1,680,4420
2960141907,1,01,1,4,01,140,1,2,2000,6000
2960141907,1,02,1,4,07,040,1,2,5250,8400
2960141907,1,02,1,4,06,088,1,1,35,240
2960141907,1,02,1,4,05,194,1,2,12250,10168
2960141907,1,01,1,4,02,194,1,2,18900,15687
2960141907,1,02,1,4,01,140,1,1,500,3250
2960141907,1,02,1,4,01,140,1,2,1500,4500
2960141907,1,02,1,4,02,098,1,1,60,2100
2960141907,1,02,1,4,02,098,1,2,90,1170
2960141907,1,02,1,4,03,026,1,2,4500,5040
2960141907,1,02,1,4,04,199,1,1,70,5950
2960141910,1,02,1,4,02,140,1,1,800,5200
2960141910,1,02,1,4,01,199,1,1,125,10625
2960141910,1,02,1,4,02,140,1,2,700,2100
2960141910,1,02,1,4,04,040,1,2,11250,18000
2960191419,1,02,1,5,03,254,0,1,1,500
2960191419,1,02,1,5,02,250,0,1,7,350
2960191419,1,02,1,5,01,251,0,1,3,240
2960191504,1,01,1,4,02,088,1,6,11,60
2960191504,1,01,1,4,02,088,1,1,25,140
2960191504,1,01,1,5,03,294,0,2,1200,600
2960191504,1,01,1,4,03,194,1,2,1600,2000
2960191608,1,02,1,4,04,088,1,1,144,360
2960191608,1,02,1,4,02,115,1,2,20,240
2960191608,1,02,1,4,02,115,1,1,10,120
2960191608,1,02,1,4,01,140,1,2,116,2320
2960191608,1,02,1,4,01,140,1,1,1000,5000
2960191608,1,02,1,4,05,194,1,1,480,800
2960191609,1,01,1,4,03,115,1,2,25,100
2960191609,1,01,1,4,04,194,1,2,1050,1000
2960191609,1,01,1,4,03,115,1,1,25,375
2960191609,1,01,1,4,02,074,1,1,25,250
2960191609,1,01,1,4,01,140,1,1,1000,3500
2960191610,1,01,2,4,01,140,1,2,50,250
2960191610,1,01,2,4,03,194,1,1,400,3500
2960191610,1,01,2,4,01,140,1,1,2000,10000
2960191812,1,01,2,4,04,088,1,1,17,300
2960191812,1,01,2,4,05,115,1,1,125,3455
2960191812,1,01,2,4,05,115,1,2,35,1400
2960191812,1,01,2,4,06,194,1,2,950,950
2960191812,1,01,2,5,01,241,0,2,6,9000
2960191812,1,01,2,5,02,249,0,2,2,1000
2960191812,1,01,2,5,03,244,0,2,3,7200
2960191812,1,01,2,5,04,250,0,2,5,250
2960191812,1,01,2,5,05,251,0,2,1,300
2960191812,1,01,2,4,03,140,1,2,50,300
2960191812,1,01,2,4,03,140,1,1,400,2400
2960191812,1,01,2,4,01,215,1,2,1000,4500
2960191812,1,01,2,4,02,026,1,2,175,875
2960191812,1,01,2,5,06,294,0,2,1000,500
2960191812,1,01,2,4,01,215,1,1,100,450
2960191816,1,01,2,4,01,140,1,1,300,1650
2960191816,1,01,2,4,02,088,1,1,60,180
2960191816,1,01,2,4,03,194,1,6,1000,600
2960207403,1,01,1,4,01,140,1,1,300,3500
2960207403,1,01,1,4,02,088,1,1,20,200
2960207909,1,01,1,4,05,040,1,1,160,800
2960207909,1,01,1,4,02,140,1,1,496,2480
2960207909,1,01,1,4,05,040,1,6,40,200
2960207909,1,01,1,4,07,216,1,1,10,100
2960207909,1,01,1,4,07,216,1,7,40,400
2960207909,1,01,1,4,01,161,1,1,80,400
2960207909,1,01,1,4,04,098,1,2,1,30
2960207909,1,01,1,4,04,098,1,1,4,120
2960207909,1,01,1,4,03,115,1,2,2,40
2960207909,1,01,1,4,03,115,1,1,8,160
2960207909,1,01,1,4,02,140,1,2,4,20
2960207909,1,01,1,4,01,161,1,7,120,600
2960207910,1,01,1,4,02,088,1,1,50,500
2960207910,1,01,1,4,01,140,1,1,490,2450
2960207910,1,01,1,4,03,194,1,1,600,600
2960207910,1,01,1,4,01,140,1,2,10,50
2960212516,1,03,2,5,01,241,0,1,1,2000
2960212712,1,01,1,4,01,140,1,6,25,175
2960212712,1,01,1,4,03,098,1,6,5,150
2960212712,1,01,1,4,03,098,1,1,95,2850
2960212712,1,01,1,4,02,088,1,1,24,600
2960212712,1,01,1,4,04,194,1,2,950,855
2960212712,1,01,1,4,01,140,1,1,375,2625
2960213013,1,01,2,4,02,088,1,1,10,80
2960213013,1,01,2,4,01,140,1,1,200,1400
2960213013,1,01,2,4,03,194,1,6,150,75
2960230508,1,01,1,5,03,284,0,1,30,120
2960230508,1,01,1,4,03,194,1,2,300,2000
2960230509,1,01,1,4,02,054,1,2,2400,4000
2960230509,1,01,1,4,02,054,1,6,300,1500
2960230509,1,01,1,4,04,194,1,2,2500,1500
2960230509,1,01,1,5,02,284,0,1,150,1050
2960230509,1,01,1,4,02,054,1,1,300,1600
2960230704,1,01,1,4,03,139,1,2,24,4800
2960230704,1,01,1,4,04,004,1,2,2160,10800
2960230704,1,01,1,4,02,194,1,6,1400,1190
2960230705,1,01,1,4,04,198,1,1,15,405
2960230705,1,01,1,4,04,198,1,2,5,110
2960230705,1,01,1,4,01,140,1,1,540,2430
2960230705,1,01,1,4,01,140,1,2,60,240
2960230705,1,01,1,4,02,088,1,1,100,1000
2960230705,1,01,1,4,03,194,1,2,4800,3360
2960241311,1,01,1,4,03,088,1,6,20,50
2960241311,1,01,1,4,02,194,1,5,7500,1750
2960241311,1,01,1,4,01,140,1,6,400,2000
2960241311,1,01,1,4,01,140,1,5,2000,10000
2960241311,1,01,1,4,01,140,1,2,40,160
2960255202,2,01,2,5,01,248,0,1,28,5600
2960255202,1,02,1,5,02,284,0,2,3600,34200
2960255202,1,02,1,5,02,284,0,1,1460,13870
2960255202,1,01,1,5,01,241,0,1,4,7200
2960255707,1,01,1,5,05,281,0,1,1,2000
2960255707,1,01,1,5,02,286,0,1,100,16000
2960281509,1,01,1,4,01,140,1,2,25,87
2960281509,1,01,1,4,01,140,1,1,975,3412
2960281509,1,01,1,4,03,088,1,1,5,96
2960281510,1,01,1,4,01,140,1,1,1500,6300
2960281510,1,01,1,4,02,194,1,2,1875,2250
2960281510,1,01,1,4,03,088,1,1,5,96
2960281510,1,01,1,5,03,294,0,2,1000,500
2960281512,1,01,1,4,01,140,1,1,500,2500
2960281512,1,01,1,4,01,140,1,2,500,1750
2960281512,1,01,1,4,01,140,1,6,1000,5000
2960281512,1,01,1,4,02,098,1,1,100,2500
2960281512,1,01,1,4,02,098,1,6,200,5000
2960281512,1,01,1,4,03,026,1,2,9000,10800
2960281512,1,01,1,4,04,194,1,2,14000,8000
2960281512,1,01,1,5,03,284,0,2,1200,4800
2960281618,1,03,2,4,04,194,1,2,120,171
2960281618,1,03,2,4,05,010,1,2,7000,25000
2960281703,1,01,1,5,04,294,0,2,20000,1400
2960281703,1,01,1,4,04,048,1,2,1000,2000
2960281703,1,01,1,4,05,215,1,2,2000,3000
2960281703,1,01,1,4,03,194,1,2,9000,3600
2960281703,1,01,1,4,02,088,1,1,15,125
2960281703,1,01,1,4,01,140,1,2,2500,3750
2960281703,1,01,1,4,01,140,1,1,2000,7000
2960281705,1,01,1,4,03,194,1,2,4500,1800
2960281705,1,01,1,5,02,284,0,1,300,1620
2960281705,1,01,1,5,03,294,0,2,15000,900
2960281706,1,01,1,4,04,026,1,2,9000,6750
2960281706,1,01,1,4,01,140,1,1,2000,7000
2960281706,1,01,1,4,01,140,1,2,3000,7500
2960281706,1,01,1,5,04,294,0,2,15000,1000
2960281706,1,01,1,4,03,194,1,2,12000,6600
2960281706,1,01,1,4,02,088,1,1,10,120
2960281819,1,01,1,4,02,088,1,1,20,240
2960281819,1,01,1,4,01,140,1,1,7900,47400
2960281819,1,01,1,4,01,140,1,2,100,500
2960281819,1,01,1,4,03,194,1,2,1200,3360
3000854602,1,01,2,5,01,246,0,1,1,4000
3000854602,1,01,2,5,01,246,0,6,2,6000
3000854603,1,02,2,5,05,279,0,6,1,40
3000854603,1,02,2,5,03,263,0,1,10,1000
3000854603,1,02,2,5,02,250,0,1,3,450
3000854603,1,02,2,5,05,279,0,1,5,200
3001261006,1,01,1,4,02,140,1,6,20,120
3001261006,1,01,1,4,01,071,1,6,12,264
3001261006,1,01,1,4,01,071,1,1,20,440
3001261006,1,01,1,4,02,140,1,2,10,60
3001261006,1,01,1,4,02,140,1,1,20,120
3001261006,1,01,1,4,02,140,1,7,10,60
3001261006,1,01,1,4,03,088,1,1,15,120
3001963204,1,01,1,4,01,003,1,6,114,3990
3001963204,1,01,1,4,01,003,1,5,38,500
3001963204,1,01,1,4,01,003,1,1,38,1330
3002790701,1,02,1,5,01,250,0,1,10,1500
3002790701,1,02,1,5,02,251,0,1,2,300
3002790701,1,02,1,5,03,279,0,6,3,204
3002790701,1,02,1,5,03,279,0,2,2,102
3002790701,1,02,1,5,03,279,0,1,58,3944
3005364901,1,01,1,5,01,246,0,3,2,5000
3005364906,1,01,1,4,02,098,1,1,180,5760
3005364906,1,01,1,4,02,098,1,6,60,1920
3005364906,1,01,1,4,03,194,1,2,40,1600
3005505602,1,02,1,5,02,284,0,1,730,5840
3005505622,1,01,1,4,04,194,1,2,5000,5000
3005505622,1,01,1,4,01,140,1,1,500,3500
3005505622,1,01,1,4,02,088,1,1,50,750
3005505807,1,01,2,9,01,559,0,1,20,1300
3005505819,2,01,1,9,01,559,0,1,40,2000
3005934611,1,01,1,5,04,279,0,1,201,9648
3005934611,1,01,1,5,04,279,0,2,5,160
3005934804,1,02,1,5,04,279,0,2,63,1607
3005934804,1,02,1,5,04,279,0,1,63,3213
3005934804,1,02,1,5,02,250,0,6,1,100
3005934804,1,02,1,5,02,250,0,1,3,300
3005934804,1,02,1,5,01,251,0,1,1,150
3005934812,1,01,1,4,04,194,1,2,500,500
3005934812,1,01,1,4,03,098,1,1,30,660
3005934812,1,01,1,4,02,088,1,1,130,910
3005934812,1,01,1,4,01,140,1,1,50,300
3005934820,1,05,1,5,05,279,0,1,44,2244
3005934820,1,05,1,5,01,251,0,1,3,300
3005934820,1,05,1,5,05,279,0,2,5,102
3006564503,1,03,1,4,01,003,1,1,20,400
3006564503,1,03,1,4,01,003,1,6,5,100
3006564710,1,05,1,4,01,133,1,1,360,2160
3006564714,1,02,1,9,01,559,0,6,5,500
3006564714,1,02,1,9,02,596,0,6,5,500
3006564714,1,02,1,9,01,559,0,1,1,100
3006564714,1,02,1,9,05,600,0,6,10,3000
3006564714,1,02,1,9,04,594,0,6,3,300
3006564714,1,02,1,9,04,594,0,1,1,100
3006564714,1,02,1,9,03,539,0,6,5,500
3006817918,1,01,1,4,03,098,1,1,300,4500
3006817918,1,01,1,4,03,098,1,6,100,1500
3006817918,1,01,1,5,06,279,0,1,90,2700
3006817918,1,01,1,5,03,254,0,1,1,400
3006817918,1,01,1,4,01,140,1,1,240,2400
3006817918,1,01,1,4,02,194,1,2,1000,2000
3006817918,1,01,1,4,01,140,1,6,30,300
3006817918,1,01,1,4,01,140,1,2,30,210
3006856821,1,01,2,5,03,284,0,2,29200,73000
3007749217,1,02,1,5,03,279,0,1,33,2750
3007749217,1,02,1,5,03,279,0,2,3,150
3007749702,1,01,1,4,06,194,1,2,50,100
3007749702,1,01,1,4,03,225,1,1,40,800
3007749702,1,01,1,4,02,098,1,1,25,750
3007749702,1,01,1,4,01,140,1,1,100,750
3007749714,1,01,1,5,02,251,0,1,1,150
3007749714,1,01,1,5,05,254,0,1,4,4000
3007848403,1,01,1,9,03,521,0,1,2,280
3007848403,1,01,1,9,01,492,0,1,5,500
3007848403,1,01,1,9,01,492,0,6,3,300
3007848403,1,01,1,9,07,549,0,6,2,160
3007848403,1,01,1,9,07,549,0,1,3,240
3007848403,1,01,1,9,06,584,0,1,8,1440
3007848403,1,01,1,9,05,566,0,1,2,160
3007848403,1,01,1,9,04,559,0,6,2,160
3007848403,1,01,1,9,02,504,0,1,2,300
3007848403,1,01,1,9,04,559,0,1,10,800
3007848806,1,01,1,5,03,279,0,1,10,340
3007848814,1,01,1,5,03,279,0,1,4,136
3007850022,1,02,1,5,06,284,0,6,10,120
3007850022,1,02,1,5,05,249,0,1,5,11000
3007850022,1,02,1,5,05,249,0,6,2,4400
3007850022,1,02,1,5,04,241,0,6,4,17600
3007850022,1,02,1,5,04,241,0,3,4,8000
3007850022,1,02,1,5,04,241,0,1,5,22000
3008152711,1,01,2,6,01,407,0,1,700,370
3008311618,1,01,1,4,03,074,1,6,8,240
3008311618,1,01,1,4,05,194,1,2,16,16
3008311618,1,01,1,4,03,074,1,1,2,60
3008311618,1,01,1,4,02,098,1,1,6,156
3008311618,1,01,1,4,01,140,1,1,40,280
3008311803,1,01,1,5,01,268,0,1,1,12000
3008311803,1,01,1,5,05,284,0,1,224,2678
3008311823,1,01,1,6,01,407,0,1,8400,10080
3008473412,1,01,1,4,03,194,1,2,270,150
3008473412,1,01,1,4,02,088,1,1,173,1000
3008473412,1,01,1,4,01,140,1,1,400,2400
3008473416,1,01,1,4,01,140,1,1,3725,26075
3008473416,1,01,1,4,01,140,1,2,25,175
3008473416,1,01,1,4,02,088,1,1,108,756
3008473416,1,01,1,4,02,088,1,6,22,154
3008473424,1,01,2,4,01,140,1,1,375,2438
3008473424,1,01,2,4,01,140,1,2,15,75
3008473424,1,01,2,4,02,088,1,1,30,210
3008473424,1,01,2,4,02,088,1,6,5,32
3008473424,1,01,2,4,03,194,1,2,90,45
3008473509,1,02,1,5,05,279,0,1,54,1800
3008473509,1,02,1,5,05,279,0,2,6,100
3008473509,1,02,1,5,01,250,0,1,10,800
3008473606,1,01,1,4,01,140,1,1,700,3850
3008473606,1,01,1,4,02,098,1,1,12,300
3008473606,1,01,1,4,03,194,1,2,110,550
3008473610,1,01,1,4,01,140,1,1,680,3740
3008473610,1,01,1,4,03,098,1,1,50,1250
3008473610,1,01,1,4,04,194,1,2,500,500
3008473610,1,01,1,4,01,140,1,2,20,110
3008473610,1,01,1,4,02,037,1,1,50,300
3008473811,1,01,1,4,01,140,1,1,60,480
3008473811,1,01,1,4,02,088,1,1,17,168
3008473823,1,01,1,4,02,140,1,1,58,348
3008473823,1,01,1,5,05,279,0,1,1,80
3008473823,1,01,1,4,03,088,1,1,7,72
3008473823,1,01,1,4,02,140,1,2,2,12
3008473823,1,01,1,4,01,037,1,2,50,275
3008482003,1,01,1,4,04,095,1,6,96,96
3008482003,1,01,1,4,04,095,1,1,6,96
3008482003,1,01,1,4,03,174,1,1,30,300
3008482003,1,01,1,4,03,174,1,6,30,300
3008482003,1,01,2,6,01,407,0,1,750,1500
3008482003,1,01,1,4,02,088,1,1,35,125
3008482003,1,01,1,4,02,088,1,6,245,875
3008600220,1,01,1,4,01,140,1,1,300,1650
3008600220,1,01,1,4,01,140,1,2,5,20
3008600220,1,01,1,4,02,098,1,1,30,225
3008600220,1,01,1,4,02,098,1,2,2,12
3008600220,1,01,1,4,03,088,1,1,15,99
3008600220,1,01,1,4,03,088,1,6,9,60
3008600220,1,01,1,4,05,172,1,1,40,320
3008600220,1,01,1,4,06,003,1,1,20,250
3008600220,1,01,1,4,08,159,1,1,100,200
3008600220,1,01,1,4,09,041,1,1,80,400
3008600220,1,01,1,4,10,044,1,1,10,100
3008600220,1,01,1,4,11,006,1,1,15,600
3008600220,1,01,1,4,12,194,1,2,2000,4000
3008600220,1,01,1,4,14,187,1,1,672,10080
3008600220,1,01,1,4,15,087,1,1,10,80
3008600322,1,01,1,5,01,263,0,1,18,2250
3008600322,1,01,1,5,01,263,0,6,12,1500
3008600905,1,01,2,5,04,279,0,1,9,540
3008677502,1,01,1,5,02,275,0,1,3,2100
3008677502,1,01,1,5,02,275,0,6,5,3500
3008677518,1,01,1,5,03,284,0,2,6640,26560
3008677518,1,01,1,5,03,284,0,1,365,1825
3008677824,1,02,1,4,01,140,1,1,270,2700
3008677824,1,02,1,4,01,140,1,6,30,300
3008677824,1,02,1,4,03,098,1,1,15,450
3008677824,1,02,1,4,02,194,1,2,50,200
3008744506,1,01,1,5,04,279,0,1,1,48
3008744506,1,01,1,5,01,263,0,6,10,1500
3008744506,1,01,1,5,01,263,0,1,20,3000
3008798016,1,02,1,5,02,251,0,1,2,360
3008798016,1,02,1,5,04,279,0,1,43,1548
3008798016,1,02,1,5,01,250,0,1,5,750
3008798319,1,01,1,4,02,088,1,7,20,200
3008798319,1,01,1,4,03,098,1,2,20,440
3008798319,1,01,1,4,02,088,1,1,25,250
3008798319,1,02,1,5,02,263,0,1,3,210
3008798319,1,01,1,4,01,140,1,2,25,100
3008798319,1,02,1,5,01,262,0,6,5,30
3008798319,1,01,1,4,02,088,1,6,25,250
3008798319,1,01,1,4,04,194,1,2,50,100
3008798319,1,01,1,4,03,098,1,1,250,7500
3008798319,1,02,1,5,02,263,0,6,1,70
3008798319,1,02,1,5,03,250,0,1,2,280
3008798319,1,02,1,5,03,250,0,6,3,420
3008798319,1,02,1,5,05,279,0,1,47,1927
3008798319,1,02,1,5,05,279,0,2,4,132
3008798319,1,02,1,5,05,279,0,6,15,615
3008798319,1,01,1,4,01,140,1,1,775,3875
3008946814,1,02,2,5,02,263,0,1,4,400
3008946814,1,02,2,5,04,279,0,1,27,900
3008946814,1,02,2,5,04,279,0,2,2,60
3008946814,1,02,2,5,04,279,0,6,2,60
3008946814,1,02,2,5,01,250,0,6,4,480
3008946814,1,02,2,5,01,250,0,1,4,480
3008946924,1,02,1,5,04,279,0,2,10,255
3008946924,1,02,1,5,01,251,0,1,2,300
3008946924,1,02,1,5,04,279,0,1,120,6120
3008946924,1,02,1,5,04,279,0,6,20,1020
3009088201,1,01,2,4,01,127,1,2,95,500
3009088209,1,02,1,4,01,171,1,1,5,80
3009447004,1,01,2,4,02,088,1,1,8,80
3009447004,1,01,2,4,03,194,1,2,300,300
3009447004,1,01,2,4,01,140,1,2,200,1200
3009447004,1,01,2,4,01,140,1,1,200,1200
3009447008,1,02,1,5,04,279,0,2,10,204
3009447008,1,02,1,5,04,279,0,6,7,298
3009447008,1,02,1,5,04,279,0,1,100,4250
3009447008,1,02,1,5,02,250,0,1,8,1200
3009447008,1,02,1,5,01,251,0,1,1,200
3009447012,1,01,1,4,03,040,1,1,7,53
3009447012,1,02,2,5,06,279,0,2,10,255
3009447012,1,01,1,4,05,049,1,1,1,20
3009447012,1,01,1,4,06,098,1,1,20,520
3009447012,1,01,1,4,07,193,1,2,250,250
3009447012,1,01,1,4,04,187,1,1,10,100
3009447012,1,02,2,5,06,279,0,1,150,6375
3009447012,1,01,1,4,01,140,1,1,100,600
3009447012,1,01,1,4,01,140,1,2,200,1200
3009447012,1,01,1,4,02,088,1,1,15,105
3009447012,1,02,2,5,03,250,0,1,2,200
3009447012,1,02,2,5,05,262,0,6,40,1700
3009447307,1,02,2,5,01,250,0,1,2,200
3009447307,1,02,2,5,04,279,0,1,18,300
3009743324,1,02,2,5,05,279,0,2,2,70
3009743324,1,02,2,5,05,279,0,1,9,477
3009743406,1,01,2,5,04,279,0,2,1,20
3009743406,1,01,2,5,04,279,0,1,3,120
3009743418,1,01,1,5,01,250,0,1,5,750
3009743418,1,01,1,5,04,279,0,2,1,16
3009743418,1,01,1,5,02,251,0,1,3,390
3009743418,1,01,1,5,04,279,0,1,3,120
3009911308,1,01,1,4,02,187,1,1,38,380
3009911308,1,01,1,4,01,037,1,2,302,1359
3009911308,1,01,1,5,01,250,0,1,1,100
3009911308,1,01,1,4,02,187,1,6,38,380
3009911308,1,01,1,5,02,279,0,1,3,144
3009911821,1,01,1,4,01,037,1,2,600,3600
3009911821,1,01,2,6,01,407,0,1,50,60
3010527411,1,01,1,4,01,037,1,1,20,700
3010527912,1,01,1,4,01,037,1,1,200,1000
3010527920,1,01,2,5,04,279,0,1,59,1888
3010527920,1,01,2,5,01,250,0,1,1,120
3060069805,1,01,1,9,01,584,0,1,10,1500
3060069805,1,01,1,9,04,521,0,1,10,1200
3060069805,1,01,1,9,05,538,0,1,10,2200
3060069805,1,01,1,9,04,521,0,6,10,120
3060069805,1,01,1,9,01,584,0,6,6,900
3060069805,1,01,1,9,03,592,0,6,5,600
3060069805,1,01,1,9,03,592,0,1,10,1200
3060069805,1,01,1,9,02,504,0,6,3,540
3060069805,1,01,1,9,02,504,0,1,10,1800
3060069914,1,01,1,9,01,505,0,2,6180,20000
3060072313,1,01,2,5,03,284,0,1,60,840
3060072313,1,01,2,5,03,284,0,2,5628,56280
3060072720,1,02,2,5,05,279,0,1,51,2565
3060072720,1,02,2,5,01,250,0,1,2,300
3060072720,1,02,2,5,05,279,0,2,8,90
3060152803,1,02,1,4,01,088,1,6,15,100
3060152803,1,02,1,4,03,001,1,6,10,19
3060152803,1,02,1,4,03,001,1,1,10,19
3060152803,1,02,1,4,02,193,1,1,4,40
3060152803,1,02,1,4,11,194,1,2,16,200
3060152803,1,02,1,4,01,088,1,1,15,100
3060152805,1,05,1,5,02,286,0,5,30,4200
3060152805,1,05,1,5,02,286,0,4,20,2800
3060152805,1,05,1,5,02,286,0,1,20,2800
3060348413,1,01,1,4,01,140,1,2,30,75
3060348413,1,01,1,5,07,279,0,1,2,94
3060348413,1,01,1,5,05,263,0,1,3,150
3060348413,1,01,1,5,02,250,0,1,1,100
3060348413,1,01,1,5,07,279,0,2,1,10
3060348413,1,01,1,4,01,140,1,1,90,450
3060348415,1,01,1,4,02,098,1,1,20,400
3060348416,1,01,2,4,01,140,1,1,260,1560
3060348416,1,01,2,4,01,140,1,2,40,100
3060348416,1,01,2,4,02,098,1,1,225,4500
3060348416,1,01,2,4,02,098,1,2,25,225
3060348417,1,01,2,4,01,140,1,1,320,2240
3060348417,1,01,2,4,02,098,1,1,20,600
3060348601,1,02,1,5,06,279,0,1,30,1440
3060348601,1,02,1,5,04,260,0,7,1,100
3060348601,1,02,1,5,02,250,0,1,5,750
3060348602,1,01,1,5,03,263,0,1,2,200
3060348602,1,01,1,5,08,279,0,1,100,4800
3060348602,1,01,1,5,06,254,0,7,1,300
3060348602,1,01,1,5,08,279,0,6,30,1440
3060348603,1,02,1,5,05,279,0,1,40,1920
3060348603,1,02,1,5,01,250,0,1,6,780
3060348603,1,02,1,5,05,279,0,6,50,2400
3060348604,1,01,1,5,01,250,0,7,4,480
3060348604,1,01,1,4,03,194,1,2,1500,3000
3060348604,1,01,1,4,02,088,1,6,50,100
3060348604,1,01,1,4,01,140,1,6,110,660
3060348604,1,01,1,4,01,140,1,2,50,300
3060348604,1,01,1,4,01,140,1,1,100,600
3060348604,1,01,1,5,01,250,0,1,3,360
3060348604,1,01,1,5,08,279,0,6,30,1440
3060348604,1,01,1,5,02,263,0,1,5,100
3060348604,1,01,1,5,02,263,0,7,10,1000
3060348604,1,01,1,5,08,279,0,1,20,960
3060348604,1,01,1,5,03,254,0,7,5,1500
3060348606,1,02,1,5,08,279,0,1,60,2880
3060348606,1,02,1,5,08,279,0,6,25,1200
3060348606,1,01,2,4,01,140,1,2,80,480
3060348606,1,01,2,4,01,140,1,6,160,960
3060348606,1,01,2,4,02,098,1,1,20,500
3060348606,1,01,2,4,02,098,1,2,15,375
3060348606,1,01,2,4,02,098,1,6,15,375
3060348606,1,01,2,4,03,115,1,1,40,800
3060348606,1,01,2,4,03,115,1,2,80,1600
3060348606,1,01,2,4,03,115,1,6,15,300
3060348606,1,01,2,4,04,088,1,1,16,160
3060348606,1,01,2,4,04,088,1,6,8,80
3060348606,1,01,2,4,01,140,1,1,960,5760
3060348606,1,01,2,4,05,194,1,2,4000,5000
3060348606,1,02,1,5,01,250,0,1,5,600
3060348606,1,02,1,5,01,250,0,6,1,120
3060348606,1,02,1,5,02,263,0,1,4,400
3060348606,1,02,1,5,03,254,0,1,3,600
3060348606,1,02,1,5,04,260,0,1,3,180
3060348606,1,02,1,5,04,260,0,6,3,180
3060348606,1,02,1,5,07,246,0,1,2,2400
3060348606,1,02,1,5,07,246,0,7,2,2100
3060348807,1,02,2,5,06,279,0,1,9,288
3060348807,1,02,2,5,05,241,0,7,5,6000
3060348807,1,02,2,5,04,246,0,7,1,2000
3060348808,1,02,1,5,05,279,0,1,73,2336
3060348808,1,02,1,5,06,251,0,1,4,600
3060348808,1,02,1,5,02,263,0,1,12,1200
3060348808,1,02,1,5,01,250,0,1,10,1200
3060348809,1,01,1,4,03,088,1,6,10,80
3060348809,1,01,1,4,01,140,1,6,160,1040
3060348809,1,01,1,4,01,140,1,7,40,260
3060348809,1,01,1,4,03,088,1,1,15,120
3060348809,1,01,1,4,01,140,1,1,760,4940
3060348809,1,01,1,4,01,140,1,2,40,220
3060348810,1,01,1,4,02,098,1,1,40,880
3060348810,1,01,1,4,01,140,1,2,700,3850
3060348810,1,01,1,4,01,140,1,1,300,1950
3060348810,1,02,1,5,04,279,0,1,30,960
3060348810,1,02,1,5,01,250,0,1,10,1200
3060348810,1,01,1,4,04,088,1,1,8,64
3060348810,1,01,1,4,03,194,1,2,3000,4500
3060348810,1,01,1,4,02,098,1,6,5,110
3060348810,1,01,1,4,02,098,1,2,15,180
