folioviv,foliohog,numren,id_trabajo,tipoact,clave,gasto
2700164701,1,01,1,5,C00,8700
2700164701,1,01,1,5,C07,2700
2700272206,1,01,2,7,D10,500
2700272206,1,01,2,7,D13,13200
2700272206,1,01,2,7,D01,6400
2700272206,1,01,2,7,D00,20100
2700547304,1,01,2,5,C07,300
2700547304,1,01,2,5,C08,1100
2700547304,1,01,2,5,C00,1400
2700781505,1,02,1,5,C00,3660
2700781505,1,02,1,5,C08,3000
2700781505,1,02,1,5,C10,660
2700866323,1,01,1,4,B10,2000
2700866323,1,01,1,4,B11,3000
2700866323,1,01,1,4,B15,21600
2700866323,1,01,1,4,B06,7200
2700866323,1,01,1,4,B00,33800
2700880616,1,01,1,5,C08,980
2700880616,1,01,1,5,C00,980
2700880624,1,01,2,4,B10,250
2700880624,1,01,2,4,B00,250
2700903805,1,01,2,7,D13,1000
2700903805,1,01,2,7,D00,3000
2700903805,1,01,2,7,D01,2000
2700903805,1,01,2,4,B00,370
2700903805,1,01,2,4,B10,150
2700903805,1,01,2,4,B11,220
2700910001,1,01,2,5,C08,1000
2700910001,1,01,2,5,C07,150
2700910001,1,01,2,5,C00,1150
2701043404,1,02,2,4,B00,8860
2701043404,1,02,2,4,B15,8400
2701043404,1,02,2,4,B11,460
2701043416,1,01,2,4,B00,216
2701043416,1,01,2,4,B11,216
2701045023,1,02,1,5,C00,630
2701045023,1,02,1,5,C10,10
2701045023,1,02,1,5,C08,620
2701045208,1,04,1,4,B11,800
2701045208,1,04,1,5,C08,39000
2701045208,1,04,1,5,C07,14000
2701045208,1,04,1,5,C00,59000
2701045208,1,04,1,4,B00,800
2701045208,1,04,1,5,C10,6000
2701045224,1,01,2,4,B11,200
2701045224,1,01,2,5,C10,800
2701045224,1,01,2,5,C08,7000
2701045224,1,01,2,5,C07,1600
2701045224,1,01,2,5,C00,9400
2701045224,1,01,2,4,B00,200
2701045901,1,03,2,5,C00,3500
2701045901,1,03,2,5,C07,1000
2701045901,1,03,2,5,C08,2000
2701045901,1,03,2,5,C10,500
2701045909,1,01,1,5,C00,2762
2701045909,1,01,1,5,C07,630
2701045909,1,01,1,5,C08,2100
2701045909,1,01,1,5,C10,32
2701232507,1,01,2,5,C08,16800
2701232507,1,01,2,5,C00,17100
2701232507,1,01,2,5,C10,300
2701271821,1,01,1,5,C00,4766
2701271821,1,01,1,5,C07,118
2701271821,1,01,1,5,C08,4608
2701271821,1,04,1,5,C08,3240
2701271821,1,04,1,5,C07,300
2701271821,1,01,1,5,C10,40
2701271821,1,04,1,5,C00,3540
2701286013,1,03,1,5,C00,6150
2701286013,1,03,1,5,C08,6000
2701286013,1,03,1,5,C10,150
2701290817,1,01,2,9,F00,73700
2701290817,1,01,2,9,F03,8000
2701290817,1,01,2,9,F05,54000
2701290817,1,01,2,9,F06,11700
2701312806,1,03,1,5,C07,5000
2701312806,1,03,1,5,C06,3600
2701312806,1,03,1,5,C00,9800
2701312806,1,03,1,5,C10,1200
2701312920,1,01,1,4,B06,100
2701312920,1,01,1,5,C10,100
2701312920,1,01,1,5,C08,8400
2701312920,1,01,1,5,C06,1000
2701312920,1,01,1,5,C00,9500
2701312920,1,01,1,4,B10,120
2701312920,1,01,1,4,B00,220
2701356416,1,02,2,5,C10,50
2701356416,1,02,2,5,C08,2976
2701356416,1,02,2,5,C00,3026
2701356420,1,01,1,5,C07,412
2701356420,1,01,1,5,C00,7094
2701356420,1,01,1,5,C10,120
2701356420,1,01,1,5,C08,6562
2701356424,1,01,2,5,C08,480
2701356424,1,01,2,5,C00,850
2701356424,1,01,2,5,C07,370
2701382224,1,01,2,4,B00,5000
2701382224,1,01,2,4,B06,300
2701382224,1,01,2,4,B10,500
2701382224,1,01,2,4,B15,4200
2701382318,1,02,2,5,C08,1152
2701382318,1,02,2,5,C10,55
2701382318,1,02,2,5,C00,1207
2701382322,1,01,2,5,C07,360
2701382322,1,01,2,5,C08,840
2701382322,1,01,2,5,C10,180
2701382322,1,01,2,5,C00,1380
2701382921,1,01,2,5,C07,480
2701382921,1,01,2,5,C08,2720
2701382921,1,01,2,5,C10,45
2701382921,1,01,2,5,C00,3245
2701463514,1,02,1,5,C08,4380
2701463514,1,02,1,5,C00,7580
2701463514,1,02,1,5,C07,3200
2701463603,1,01,1,5,C08,1800
2701463603,1,01,1,5,C07,600
2701463603,1,01,1,5,C00,2400
2701463611,1,01,2,5,C10,100
2701463611,1,01,2,4,B00,2935
2701463611,1,01,2,5,C08,2880
2701463611,1,01,2,5,C07,140
2701463611,1,01,2,5,C00,3120
2701463611,1,01,2,4,B18,250
2701463611,1,01,2,4,B11,235
2701463611,1,01,2,4,B10,1400
2701463611,1,01,2,4,B05,1050
2701463615,1,02,1,5,C10,25
2701463615,1,02,1,5,C08,4400
2701463615,1,02,1,5,C00,4425
2701463619,1,02,2,5,C08,960
2701463619,1,02,2,5,C00,960
2701463701,1,02,1,5,C00,1970
2701463701,1,02,1,5,C07,85
2701463701,1,02,1,5,C08,1885
2701463717,1,01,1,4,B10,2500
2701463717,1,01,1,4,B11,3000
2701463717,1,01,1,4,B00,5500
2701581201,1,01,2,5,C00,1875
2701581201,1,01,2,5,C08,1500
2701581201,1,01,2,5,C07,375
2701598401,1,02,1,5,C19,70
2701598401,1,02,1,5,C00,2698
2701598401,1,02,1,5,C08,2628
2701598401,1,02,1,4,B11,140
2701598401,1,02,1,4,B07,40
2701598401,1,02,1,4,B00,180
2701598405,1,02,2,5,C10,50
2701598405,1,02,2,5,C08,1968
2701598405,1,02,2,5,C00,2288
2701598405,1,02,2,5,C07,270
2701598409,1,01,2,5,C13,30
2701598409,1,01,2,5,C08,729
2701598409,1,01,2,5,C07,225
2701598409,1,01,2,5,C00,1154
2701598409,1,01,2,5,C19,170
2701652702,1,01,1,5,C00,1200
2701652702,1,01,1,5,C10,100
2701652702,1,01,1,5,C08,1100
2701721205,1,02,1,5,C10,200
2701721205,1,02,1,5,C08,1320
2701721205,1,02,1,4,B11,150
2701721205,1,02,1,5,C00,1520
2701721205,1,02,1,4,B10,70
2701721205,1,02,1,4,B00,220
2701721213,1,02,1,5,C00,6240
2701721213,1,02,1,5,C08,5640
2701721213,1,02,1,5,C10,600
2701721217,1,02,1,5,C08,1320
2701721217,1,02,1,5,C10,400
2701721217,1,02,1,5,C00,1720
2701721221,1,01,1,5,C00,600
2701721221,1,01,1,5,C08,600
2701721507,1,02,1,5,C08,444
2701721507,1,02,1,5,C00,444
2701721608,1,01,1,4,B00,12000
2701721608,1,01,1,4,B15,12000
2701721620,1,02,1,5,C10,40
2701721620,1,02,1,5,C08,1104
2701721620,1,02,1,5,C00,1144
2701721620,1,01,1,4,B20,1200
2701721620,1,01,1,4,B13,1500
2701721620,1,01,1,4,B11,450
2701721620,1,01,1,4,B00,3150
2701721624,1,01,1,5,C08,9600
2701721624,1,01,1,5,C00,9675
2701721624,1,01,1,5,C10,75
2701721706,1,02,2,5,C08,300
2701721706,1,02,2,5,C00,300
2701721718,1,02,1,5,C08,9288
2701721718,1,02,1,5,C07,750
2701721718,1,02,1,5,C00,10232
2701721718,1,02,1,5,C10,194
2701721722,1,02,1,5,C08,1000
2701721722,1,01,1,4,B10,280
2701721722,1,01,1,4,B00,400
2701721722,1,01,1,4,B11,120
2701721722,1,02,1,5,C00,1293
2701721722,1,02,1,5,C07,240
2701721722,1,02,1,5,C10,53
2701752519,1,01,1,4,B00,80
2701752519,1,01,1,4,B11,80
2701752523,1,01,1,9,F00,770
2701752523,1,01,1,9,F05,500
2701752523,1,01,1,9,F03,200
2701752523,1,01,1,9,F06,70
2701752624,1,02,2,4,B10,120
2701752624,1,02,2,4,B00,120
2701764324,1,02,1,5,C00,10595
2701764324,1,02,1,5,C07,140
2701764324,1,02,1,5,C08,9600
2701764324,1,02,1,5,C10,500
2701764324,1,02,1,5,C19,355
2701764402,1,02,1,5,C08,11280
2701764402,1,02,1,5,C09,300
2701764402,1,02,1,5,C10,480
2701764402,1,02,1,5,C00,16020
2701764402,1,02,1,5,C07,3960
2701764801,1,02,1,5,C10,300
2701764801,1,02,1,5,C00,2220
2701764801,1,02,1,5,C08,1920
2701764907,1,01,2,4,B00,7200
2701764907,1,01,2,4,B11,6000
2701764907,1,01,2,4,B10,1200
2701764919,1,01,1,4,B10,1000
2701764919,1,01,1,4,B00,2500
2701764919,1,01,1,4,B11,1500
2701764919,1,02,1,5,C08,2200
2701764919,1,02,1,5,C00,2200
2701785312,1,01,1,5,C10,3500
2701785312,1,01,1,5,C00,3500
2701785817,1,01,1,4,B06,1300
2701785817,1,01,1,4,B07,200
2701785817,1,01,1,4,B11,500
2701785817,1,01,1,4,B15,5000
2701785817,1,01,1,4,B00,7000
2701840001,1,02,2,5,C00,150
2701840001,1,02,2,5,C08,150
2701840005,1,03,1,5,C00,100
2701840005,1,03,1,5,C08,100
2701840013,1,01,1,4,B11,100
2701840013,1,02,1,5,C08,100
2701840013,1,01,1,7,D00,100
2701840013,1,01,1,4,B00,250
2701840013,1,02,1,5,C00,100
2701840013,1,01,1,4,B10,150
2701840013,1,01,1,7,D08,100
2701840017,1,02,1,5,C08,100
2701840017,1,02,1,5,C00,100
2701840202,1,01,1,4,B03,150
2701840202,1,01,1,4,B15,12480
2701840202,1,01,1,4,B00,12630
2701840214,1,02,1,5,C00,13850
2701840214,1,02,1,5,C10,250
2701840214,1,02,1,5,C08,13000
2701840214,1,02,1,5,C02,600
2701840222,1,02,1,5,C00,5500
2701840222,1,02,1,5,C08,5500
2701840504,1,02,1,5,C08,1200
2701840504,1,02,1,5,C07,600
2701840504,1,02,1,5,C00,1800
2701840524,1,01,1,7,D10,9000
2701840524,1,01,1,7,D00,9000
2701840715,1,02,1,5,C10,200
2701840715,1,02,1,5,C08,16400
2701840715,1,02,1,5,C00,16600
2701840719,1,01,2,4,B15,800
2701840719,1,01,2,4,B00,800
2701857017,1,02,1,5,C08,1000
2701857017,1,02,1,5,C00,1000
2701857202,1,01,1,4,B10,2500
2701857202,1,01,1,4,B11,300
2701857202,1,01,1,4,B07,50
2701857202,1,01,1,4,B00,2850
2701857206,1,02,2,5,C10,80
2701857206,1,02,2,5,C00,1576
2701857206,1,02,2,5,C08,1496
2701857218,1,01,1,5,C10,420
2701857218,1,01,1,5,C08,2000
2701857218,1,01,1,5,C00,2420
2701857504,1,01,2,4,B11,170
2701857504,1,01,2,4,B00,170
2701857719,1,02,1,5,C07,525
2701857719,1,02,1,5,C08,1500
2701857719,1,02,1,5,C10,210
2701857719,1,02,1,5,C00,2235
2701888509,1,02,1,5,C08,3000
2701888509,1,02,1,5,C07,200
2701888509,1,02,1,5,C00,3700
2701888509,1,02,1,5,C10,500
2701888610,1,02,2,5,C08,300
2701888610,1,02,2,5,C00,300
2701911001,1,01,2,5,C00,2550
2701911001,1,01,2,5,C10,50
2701911001,1,01,2,5,C08,2500
2701911210,1,02,1,5,C08,2015
2701911210,1,02,1,5,C00,2015
2701911504,1,02,1,5,C10,150
2701911504,1,02,1,5,C07,1235
2701911504,1,02,1,5,C08,4500
2701911504,1,02,1,5,C00,5885
2701911508,1,01,2,4,B11,500
2701911508,1,01,2,4,B15,4000
2701911508,1,01,2,4,B07,200
2701911508,1,01,2,4,B00,4700
2701919415,1,01,2,5,C07,240
2701919415,1,01,2,5,C00,1040
2701919415,1,01,2,5,C08,800
2701919605,1,02,2,5,C10,500
2701919605,1,02,2,5,C00,2300
2701919605,1,02,2,5,C08,1800
2701919818,1,02,1,5,C00,11700
2701919818,1,02,1,5,C07,2400
2701919818,1,02,1,5,C08,8800
2701919818,1,02,1,5,C10,500
2701919916,1,01,1,5,C08,216
2701919916,1,01,1,5,C07,245
2701919916,1,01,1,5,C00,461
2701936309,1,01,2,5,C10,500
2701936309,1,01,2,5,C08,12000
2701936309,1,01,1,4,B00,1900
2701936309,1,01,1,4,B10,800
2701936309,1,01,1,4,B02,750
2701936309,1,01,2,5,C07,8000
2701936309,1,01,2,5,C00,20500
2701936309,1,01,1,4,B11,350
2701936704,1,02,1,5,C08,3140
2701936704,1,02,1,5,C10,40
2701936704,1,02,1,5,C07,175
2701936704,1,02,1,5,C00,3355
2701936708,1,01,2,4,B11,100
2701936708,1,01,2,4,B00,100
2701936712,1,02,1,5,C08,70
2701936712,1,02,1,5,C00,70
2701936716,1,01,2,5,C00,6900
2701936716,1,01,2,5,C08,4260
2701936716,1,01,2,5,C10,2640
2701936720,1,01,2,5,C00,2100
2701936720,1,01,2,5,C10,100
2701936720,1,01,2,5,C08,2000
2701936724,1,03,1,5,C10,100
2701936724,1,03,1,5,C08,2080
2701936724,1,03,1,5,C07,660
2701936724,1,01,2,4,B00,180
2701936724,1,03,1,5,C00,2840
2701936724,1,02,1,5,C10,310
2701936724,1,02,1,5,C08,11232
2701936724,1,02,1,5,C07,450
2701936724,1,02,1,5,C00,11992
2701936724,1,01,2,4,B11,100
2701936724,1,01,2,4,B07,80
2701943505,1,02,1,5,C10,140
2701943505,1,02,1,5,C00,5500
2701943505,1,02,1,5,C07,840
2701943505,1,02,1,5,C08,4520
2701944810,1,01,1,5,C08,1536
2701944810,1,01,1,5,C00,2146
2701944810,1,01,1,5,C07,370
2701944810,1,01,1,5,C10,240
2701944814,1,02,1,5,C08,8160
2701944814,1,02,1,5,C07,700
2701944814,1,02,1,5,C00,9060
2701944814,1,02,1,4,B11,65
2701944814,1,02,1,4,B10,180
2701944814,1,02,1,4,B00,245
2701944814,1,02,1,5,C10,200
2701948219,1,01,2,5,C00,500
2701948219,1,01,2,5,C10,60
2701948219,1,01,2,5,C08,300
2701948219,1,01,2,5,C07,140
2701948305,1,01,1,5,C10,80
2701948305,1,01,1,5,C00,1236
2701948305,1,01,1,5,C08,1156
2701963602,1,01,2,5,C00,800
2701963602,1,01,2,5,C08,800
2701963605,1,01,2,5,C08,1000
2701963605,1,01,2,5,C00,1300
2701963605,1,01,2,5,C07,300
2702178514,1,01,1,5,C00,1050
2702178514,1,01,1,5,C07,1000
2702178514,1,01,1,5,C10,50
2702178619,1,02,1,5,C08,2500
2702178619,1,02,1,5,C00,2570
2702178619,1,02,1,5,C07,70
2702178620,1,02,1,5,C10,500
2702178620,1,02,1,5,C08,15600
2702178620,1,02,1,5,C00,16800
2702178620,1,02,1,5,C07,700
2702178622,1,02,1,5,C00,3600
2702178622,1,01,1,4,B15,6000
2702178622,1,01,1,4,B11,500
2702178622,1,01,1,4,B00,6500
2702178622,1,02,1,5,C08,3600
2702178623,1,02,1,5,C10,150
2702178623,1,02,1,5,C08,4500
2702178623,1,02,1,5,C00,4650
2702184605,1,01,1,4,B06,9000
2702184605,1,01,1,4,B11,8640
2702184605,1,01,1,4,B00,17640
2702184912,1,02,1,5,C10,120
2702184912,1,02,1,5,C08,8200
2702184912,1,02,1,5,C00,8320
2702184916,1,01,1,4,B10,200
2702184916,1,01,1,4,B11,270
2702184916,1,01,1,4,B07,120
2702184916,1,01,2,7,D13,1200
2702184916,1,01,1,4,B00,1790
2702184916,1,01,2,7,D00,1300
2702184916,1,01,2,7,D06,100
2702184916,1,01,1,4,B15,1200
2702184924,1,02,1,5,C00,3100
2702184924,1,02,1,5,C07,435
2702184924,1,02,1,5,C10,25
2702184924,1,02,1,5,C08,2640
2702203803,1,02,1,5,C07,240
2702203803,1,02,1,5,C00,840
2702203803,1,02,1,5,C08,600
2702207003,1,01,1,5,C10,120
2702207003,1,01,1,5,C00,3420
2702207003,1,01,1,5,C08,3300
2702207007,1,02,2,5,C10,120
2702207007,1,02,2,5,C08,2700
2702207007,1,02,2,5,C00,2820
2702207011,1,02,1,5,C10,120
2702207011,1,02,1,5,C08,3800
2702207011,1,02,1,5,C00,3920
2702207019,1,02,1,5,C10,120
2702207019,1,02,1,5,C08,3420
2702207019,1,02,1,5,C07,700
2702207019,1,02,1,5,C00,4240
2702207023,1,01,1,4,B00,750
2702207023,1,02,1,5,C08,19200
2702207023,1,01,1,4,B10,650
2702207023,1,01,1,4,B11,100
2702207023,1,02,1,5,C00,24450
2702207023,1,02,1,5,C07,4600
2702207023,1,02,1,5,C10,650
2702207204,1,02,2,5,C10,35
2702207204,1,03,1,4,B00,1030
2702207204,1,03,1,4,B10,580
2702207204,1,03,1,4,B11,450
2702207204,1,02,2,5,C00,685
2702207204,1,02,2,5,C08,650
2702207208,1,01,2,4,B11,900
2702207208,1,01,2,4,B00,1640
2702207208,1,01,2,4,B07,240
2702207208,1,01,2,4,B10,500
2702207212,1,02,1,5,C00,1430
2702207212,1,02,1,5,C08,1430
2702207216,1,02,1,5,C10,320
2702207216,1,02,1,5,C08,7776
2702207216,1,02,1,5,C00,8096
2702207220,1,02,2,5,C10,120
2702207220,1,02,2,5,C00,1320
2702207220,1,02,2,5,C08,1200
2702207224,1,02,1,5,C08,7200
2702207224,1,02,1,5,C10,315
2702207224,1,02,1,5,C07,260
2702207224,1,02,1,5,C00,7775
2702207224,1,01,1,4,B11,2350
2702207224,1,01,1,4,B10,450
2702207224,1,01,1,4,B03,50
2702207224,1,01,1,4,B00,2850
2702207306,1,02,1,5,C07,400
2702207306,1,02,1,5,C10,200
2702207306,1,02,1,5,C08,9545
2702207306,1,02,1,5,C00,10145
2702207310,1,02,1,5,C10,300
2702207310,1,02,1,5,C08,21720
2702207310,1,02,1,5,C00,22020
2702207314,1,02,1,5,C08,3385
2702207314,1,02,1,5,C00,3385
2702207318,1,02,1,5,C08,8340
2702207318,1,02,1,5,C07,240
2702207318,1,02,1,5,C00,8580
2702207322,1,02,1,5,C00,9545
2702207322,1,01,1,7,D05,900
2702207322,1,01,1,7,D00,900
2702207322,1,02,1,5,C08,9545
2702207901,1,02,1,5,C08,2000
2702207901,1,02,1,5,C10,300
2702207901,1,02,1,5,C00,2300
2702207905,1,01,1,9,F00,10800
2702207905,1,01,1,9,F06,800
2702207905,1,01,1,9,F05,10000
2702207913,1,02,1,5,C08,600
2702207913,1,02,1,5,C00,600
2702207917,1,02,1,5,C00,2350
2702207917,1,02,1,5,C07,200
2702207917,1,02,1,5,C10,150
2702207917,1,02,1,5,C08,2000
2702213022,1,01,2,4,B07,1000
2702213022,1,01,2,4,B00,1000
2702213301,1,02,1,5,C00,1300
2702213301,1,02,1,5,C10,300
2702213301,1,02,1,5,C08,1000
2702213309,1,02,1,5,C00,3800
2702213309,1,02,1,5,C07,1500
2702213309,1,02,1,5,C10,300
2702213309,1,02,1,5,C08,2000
2702213716,1,02,1,5,C08,380
2702213716,1,01,1,4,B10,190
2702213716,1,02,1,5,C00,380
2702213716,1,01,1,4,B00,190
2702223501,1,02,1,5,C08,600
2702223501,1,02,1,5,C00,600
2702223803,1,02,1,5,C07,600
2702223803,1,02,1,5,C00,1450
2702223803,1,02,1,5,C08,850
2702223811,1,02,1,5,C10,180
2702223811,1,02,1,5,C08,860
2702223811,1,02,1,5,C00,1440
2702223811,1,02,1,5,C07,400
2702223815,1,01,1,4,B00,100
2702223815,1,01,1,4,B11,100
2702223823,1,02,1,5,C00,1560
2702223823,1,02,1,5,C07,560
2702223823,1,02,1,5,C08,900
2702223823,1,02,1,5,C10,100
2760076408,1,02,1,5,C08,300
2760076408,1,02,1,5,C07,800
2760076408,1,02,1,5,C00,1100
2760076409,1,01,1,4,B00,800
2760076409,1,01,1,4,B10,800
2760076803,1,02,1,4,B15,8000
2760076803,1,02,1,4,B07,4500
2760076803,1,02,1,4,B01,8000
2760076803,1,02,1,4,B00,37500
2760076803,1,01,1,5,C08,384
2760076803,1,01,1,5,C00,384
2760076803,1,02,1,4,B11,7000
2760076803,1,02,1,4,B10,10000
2760076804,1,01,1,5,C08,672
2760076804,1,01,1,5,C00,732
2760076804,1,01,1,5,C10,60
2760076805,1,02,2,5,C00,280
2760076805,1,02,2,5,C08,280
2760090717,1,02,1,5,C00,810
2760090717,1,02,1,5,C08,610
2760090717,1,02,1,5,C10,200
2760131822,1,02,1,5,C00,4500
2760131822,1,02,1,5,C08,4000
2760131822,1,02,1,5,C10,500
2760131916,1,02,2,5,C00,3500
2760131916,1,02,2,5,C08,3200
2760131916,1,02,2,5,C10,300
2760131924,1,01,2,5,C00,9000
2760131924,1,01,2,5,C07,1000
2760131924,1,01,2,5,C08,7000
2760131924,1,01,2,5,C10,1000
2760141010,1,01,2,9,F00,2500
2760141010,1,01,2,9,F06,2500
2760141213,1,01,1,5,C00,2200
2760141213,1,01,1,5,C08,2200
2760141214,1,01,2,4,B07,300
2760141214,1,01,2,4,B15,300
2760141214,1,01,2,4,B00,600
2760141216,1,01,1,4,B00,1600
2760141216,1,01,1,4,B07,300
2760141216,1,01,1,4,B10,100
2760141216,1,01,1,4,B15,1200
2760141302,1,01,1,4,B00,17000
2760141302,1,01,1,4,B10,15000
2760141302,1,01,1,4,B11,2000
2760141721,1,01,2,5,C00,100
2760141721,1,01,2,5,C08,100
2760141722,1,02,1,5,C00,200
2760141722,1,02,1,5,C08,200
2760141724,1,02,1,5,C00,100
2760141724,1,02,1,5,C08,100
2760147607,1,02,1,5,C07,720
2760147607,1,02,1,5,C08,2300
2760147607,1,02,1,5,C10,250
2760147607,1,04,1,5,C00,1500
2760147607,1,04,1,5,C08,1500
2760147607,1,02,1,5,C00,3270
2760147615,1,02,1,5,C10,200
2760147615,1,02,1,5,C08,2500
2760147615,1,02,1,5,C00,2700
2760147615,1,01,2,5,C10,2100
2760147615,1,01,2,5,C09,500
2760147615,1,01,2,5,C08,4800
2760147615,1,01,2,5,C13,3000
2760147615,1,01,2,5,C06,6480
2760147615,1,01,2,5,C01,2000
2760147615,1,01,2,5,C00,18880
2760147713,1,01,1,4,B00,450
2760147713,1,01,1,4,B10,450
2760147713,1,02,1,5,C00,300
2760147713,1,02,1,5,C08,300
2760147808,1,01,2,5,C10,250
2760147808,1,01,2,5,C08,10600
2760147808,1,01,2,5,C00,12450
2760147808,1,01,2,5,C07,1600
2760147816,1,02,1,5,C10,15
2760147816,1,01,1,5,C00,14900
2760147816,1,02,1,5,C07,1100
2760147816,1,02,1,5,C00,2615
2760147816,1,01,1,5,C10,800
2760147816,1,02,1,5,C08,1500
2760147816,1,01,1,5,C08,4100
2760147816,1,01,1,5,C09,500
2760147816,1,01,1,5,C06,9500
2760147820,1,01,2,5,C00,1150
2760147820,1,01,2,5,C08,1150
2760151006,1,02,2,5,C10,20
2760151006,1,02,2,5,C08,360
2760151006,1,02,2,5,C07,575
2760151006,1,02,2,5,C00,955
2760151010,1,01,1,5,C08,2000
2760151010,1,01,1,5,C00,2150
2760151010,1,01,1,5,C10,150
2760151411,1,02,1,5,C08,30720
2760151411,1,02,1,5,C00,30720
2760151411,1,01,1,4,B11,300
2760151411,1,01,1,4,B10,1620
2760151411,1,01,1,4,B00,2070
2760151411,1,01,1,4,B07,150
2760151415,1,02,2,5,C08,1246
2760151415,1,02,2,5,C00,1366
2760151415,1,02,2,5,C10,120
2760151901,1,02,1,5,C08,1932
2760151901,1,02,1,5,C10,360
2760151901,1,02,1,5,C00,4692
2760151901,1,02,1,5,C07,2400
2760151902,1,01,2,4,B00,400
2760151902,1,01,2,4,B11,400
2760151902,1,02,1,5,C00,9648
2760151902,1,02,1,5,C08,9408
2760151902,1,02,1,5,C10,240
2760164416,1,02,1,5,C08,900
2760164416,1,02,1,5,C10,34
2760164416,1,02,1,5,C00,934
2760164417,1,02,2,5,C10,30
2760164417,1,02,2,5,C08,196
2760164417,1,02,2,5,C07,210
2760164417,1,02,2,5,C00,436
2760164419,1,02,2,5,C08,2880
2760164419,1,02,2,5,C10,60
2760164419,1,02,2,5,C00,2940
2760164420,1,01,1,5,C08,250
2760164420,1,01,1,5,C10,100
2760164420,1,01,1,5,C00,350
2760164505,1,01,1,5,C00,132
2760164505,1,01,1,5,C08,132
2760164606,1,01,2,4,B10,480
2760164606,1,01,2,4,B11,100
2760164606,1,01,2,4,B00,580
2760164608,1,01,1,5,C00,3600
2760164608,1,01,1,5,C08,3600
2760164610,1,02,1,5,C08,1460
2760164610,1,02,1,5,C00,1460
2760164811,1,02,1,5,C07,250
2760164811,1,02,1,5,C08,400
2760164811,1,02,1,5,C00,650
2760164812,1,02,1,5,C00,2000
2760164812,1,02,1,5,C08,2000
2760164813,1,02,1,5,C07,1250
2760164813,1,02,1,5,C08,1000
2760164813,1,02,1,5,C00,2250
2760164815,1,02,1,5,C08,600
2760164815,1,02,1,5,C07,100
2760164815,1,02,1,5,C00,700
2760166012,1,01,2,4,B11,100
2760166012,1,01,2,4,B15,2000
2760166012,1,01,2,4,B00,2100
2760166015,1,01,2,5,C00,300
2760166015,1,01,2,5,C08,300
2760166221,1,01,1,5,C08,1300
2760166221,1,01,1,5,C00,1300
2760166306,1,02,2,5,C10,120
2760166306,1,02,2,5,C08,154
2760166306,1,02,2,5,C09,80
2760166306,1,02,2,5,C00,354
2760166307,1,01,1,4,B07,120
2760166307,1,01,1,4,B11,1000
2760166307,1,01,1,4,B00,1120
2760166311,1,01,1,5,C10,400
2760166311,1,01,1,5,C08,1800
2760166311,1,01,1,5,C07,15000
2760166311,1,01,1,5,C00,17200
2760185507,1,01,2,5,C08,5400
2760185507,1,01,2,5,C10,160
2760185507,1,01,2,5,C00,7320
2760185507,1,01,2,5,C07,1760
2760185508,1,02,1,5,C08,3200
2760185508,1,02,1,5,C00,3280
2760185508,1,01,2,4,B00,430
2760185508,1,01,2,4,B07,50
2760185508,1,01,2,4,B11,380
2760185508,1,02,1,5,C10,80
2760185509,1,02,1,5,C00,2600
2760185509,1,02,1,5,C08,2600
2760185615,1,02,1,5,C10,200
2760185615,1,02,1,5,C08,2200
2760185615,1,02,1,5,C00,3240
2760185615,1,02,1,5,C07,840
2760185616,1,01,1,5,C08,1800
2760185616,1,01,1,5,C00,2000
2760185616,1,01,1,5,C10,200
2760185618,1,01,1,5,C08,1450
2760185618,1,01,1,5,C00,1450
2760185703,1,02,1,5,C08,4000
2760185703,1,02,1,5,C00,4300
2760185703,1,02,1,5,C10,300
2760185819,1,02,1,5,C00,1764
2760185819,1,02,1,5,C08,1764
2760185824,1,01,1,4,B00,9000
2760185824,1,01,1,4,B10,2000
2760185824,1,01,1,4,B11,7000
2760232021,1,01,1,4,B11,500
2760232021,1,01,1,4,B15,6000
2760232021,1,02,1,5,C00,2800
2760232021,1,02,1,5,C08,2500
2760232021,1,02,1,5,C10,300
2760232021,1,01,1,4,B00,7500
2760232021,1,01,1,4,B10,1000
2760232315,1,02,1,5,C07,240
2760232315,1,02,1,5,C08,100
2760232315,1,02,1,5,C00,340
2760236206,1,02,1,5,C10,30
2760236206,1,02,1,5,C08,2685
2760236206,1,02,1,5,C00,2715
2760236516,1,01,1,5,C10,200
2760236516,1,01,1,5,C00,1122
2760236516,1,01,1,5,C08,672
2760236516,1,01,1,5,C07,250
2760236518,1,02,1,5,C00,5370
2760236518,1,02,1,5,C07,150
2760236518,1,02,1,5,C08,4920
2760236518,1,02,1,5,C10,300
2760236619,1,01,2,4,B00,360
2760236619,1,02,2,5,C08,3000
2760236619,1,02,2,5,C10,60
2760236619,1,01,2,4,B21,360
2760236619,1,02,2,5,C00,3060
2760236623,1,01,2,4,B00,160
2760236623,1,01,2,4,B21,160
2760236707,1,02,1,5,C10,200
2760236707,1,02,1,5,C08,1800
2760236707,1,02,1,5,C00,2000
2760236708,1,02,1,5,C08,2500
2760236708,1,02,1,5,C10,400
2760236708,1,02,1,5,C00,2900
2760236709,1,01,1,5,C10,160
2760236709,1,01,1,5,C00,2800
2760236709,1,01,1,5,C08,2640
2760236710,1,02,1,5,C08,2400
2760236710,1,02,1,5,C00,2400
2760236711,1,02,1,5,C10,300
2760236711,1,02,1,5,C00,1800
2760236711,1,02,1,5,C08,1500
2760236712,1,02,1,5,C10,400
2760236712,1,02,1,5,C08,1350
2760236712,1,02,1,5,C07,1600
